"","ensemblID","reactomeID","pwDesc"
"10123","OS06T0355150-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10124","OS06T0355150-00","R-OSA-1483255","PI Metabolism"
"10125","OS06T0355150-00","R-OSA-1483257","Phospholipid metabolism"
"10126","OS06T0553100-01","R-OSA-3371511","HSF1 activation"
"10127","OS06T0553100-01","R-OSA-2262752","Cellular responses to stress"
"10128","OS06T0553100-01","R-OSA-3371556","Cellular response to heat stress"
"10129","OS06T0553100-01","R-OSA-3371568","Attenuation phase"
"10130","OS06T0553100-01","R-OSA-3371571","HSF1-dependent transactivation"
"10131","OS06T0553100-01","R-OSA-3371453","Regulation of HSF1-mediated heat shock response"
"10132","OS06T0563300-01","R-OSA-453279","Mitotic G1-G1/S phases"
"10133","OS06T0563300-01","R-OSA-69278","Cell Cycle"
"10134","OS06T0563300-01","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10135","OS06T0563300-01","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10136","OS06T0563300-01","R-OSA-1640170","Cell Cycle"
"10137","OS06T0563300-01","R-OSA-69231","Cyclin D associated events in G1"
"10138","OS06T0563300-01","R-OSA-69236","G1 Phase"
"10139","OS06T0563300-01","R-OSA-74160","Gene Expression"
"10140","OS06T0564800-01","R-OSA-597592","Post-translational protein modification"
"10141","OS06T0564800-01","R-OSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide"
"10142","OS06T0564800-01","R-OSA-446203","Asparagine N-linked glycosylation"
"10143","OS06T0564800-01","R-OSA-392499","Metabolism of proteins"
"10144","OS06T0610100-00","R-OSA-1475029","Reversible hydration of carbon dioxide"
"10145","OS06T0610100-00","R-OSA-1430728","Metabolism"
"10146","OS06T0610100-00","R-OSA-1247673","Erythrocytes take up oxygen and release carbon dioxide"
"10147","OS06T0610100-00","R-OSA-1237044","Erythrocytes take up carbon dioxide and release oxygen"
"10148","OS06T0610100-00","R-OSA-1480926","O2/CO2 exchange in erythrocytes"
"10149","OS06T0635300-00","R-OSA-1430728","Metabolism"
"10150","OS06T0635300-00","R-OSA-73923","Lipid digestion"
"10151","OS06T0635300-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10152","OS06T0635300-00","R-OSA-192456","Digestion of dietary lipid"
"10153","OS06T0655100-00","R-OSA-1430728","Metabolism"
"10154","OS06T0655100-00","R-OSA-70614","Amino acid synthesis and interconversion (transamination)"
"10155","OS06T0655100-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10156","OS06T0655100-00","R-OSA-977347","Serine biosynthesis"
"10157","OS07T0144900-01","R-OSA-983169","Class I MHC mediated antigen processing & presentation"
"10158","OS07T0144900-01","R-OSA-168256","Immune System"
"10159","OS07T0144900-01","R-OSA-983168","Antigen processing: Ubiquitination & Proteasome degradation"
"10160","OS07T0144900-01","R-OSA-1280218","Adaptive Immune System"
"10161","OS07T0174200-00","R-OSA-72689","Formation of a pool of free 40S subunits"
"10162","OS07T0174200-00","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10163","OS07T0174200-00","R-OSA-72737","Cap-dependent Translation Initiation"
"10164","OS07T0174200-00","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10165","OS07T0174200-00","R-OSA-72702","Ribosomal scanning and start codon recognition"
"10166","OS07T0174200-00","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10167","OS07T0174200-00","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10168","OS07T0174200-00","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10169","OS07T0174200-00","R-OSA-74160","Gene Expression"
"10170","OS07T0174200-00","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10171","OS07T0174200-00","R-OSA-72613","Eukaryotic Translation Initiation"
"10172","OS07T0174200-00","R-OSA-72695","Formation of the ternary complex"
"10173","OS07T0174200-00","R-OSA-392499","Metabolism of proteins"
"10174","OS07T0174200-00","R-OSA-72766","Translation"
"10175","OS07T0197100-01","R-OSA-70326","Glucose metabolism"
"10176","OS07T0197100-01","R-OSA-70171","Glycolysis"
"10177","OS07T0197100-01","R-OSA-189200","Hexose transport"
"10178","OS07T0197100-01","R-OSA-1430728","Metabolism"
"10179","OS07T0197100-01","R-OSA-382551","Transmembrane transport of small molecules"
"10180","OS07T0197100-01","R-OSA-425407","SLC-mediated transmembrane transport"
"10181","OS07T0197100-01","R-OSA-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein"
"10182","OS07T0197100-01","R-OSA-71387","Metabolism of carbohydrates"
"10183","OS07T0197100-01","R-OSA-70153","Glucose transport"
"10184","OS07T0224000-00","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10185","OS07T0224000-00","R-OSA-72689","Formation of a pool of free 40S subunits"
"10186","OS07T0224000-00","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10187","OS07T0224000-00","R-OSA-72737","Cap-dependent Translation Initiation"
"10188","OS07T0224000-00","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10189","OS07T0224000-00","R-OSA-72613","Eukaryotic Translation Initiation"
"10190","OS07T0224000-00","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10191","OS07T0224000-00","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10192","OS07T0224000-00","R-OSA-392499","Metabolism of proteins"
"10193","OS07T0224000-00","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10194","OS07T0224000-00","R-OSA-72766","Translation"
"10195","OS07T0224000-00","R-OSA-74160","Gene Expression"
"10196","OS07T0265600-01","R-OSA-211000","Gene Silencing by RNA"
"10197","OS07T0265600-01","R-OSA-426486","Small interfering RNA (siRNA) biogenesis"
"10198","OS07T0265600-01","R-OSA-5578749","Transcriptional regulation by small RNAs"
"10199","OS07T0265600-01","R-OSA-426496","Post-transcriptional silencing by small RNAs"
"10200","OS07T0265600-01","R-OSA-74160","Gene Expression"
"10201","OS07T0444000-01","R-OSA-1660662","Glycosphingolipid metabolism"
"10202","OS07T0444000-01","R-OSA-1430728","Metabolism"
"10203","OS07T0444000-01","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10204","OS07T0444000-01","R-OSA-428157","Sphingolipid metabolism"
"10205","OS07T0444000-02","R-OSA-1660662","Glycosphingolipid metabolism"
"10206","OS07T0444000-02","R-OSA-1430728","Metabolism"
"10207","OS07T0444000-02","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10208","OS07T0444000-02","R-OSA-428157","Sphingolipid metabolism"
"10209","OS07T0462800-00","R-OSA-1430728","Metabolism"
"10210","OS07T0462800-00","R-OSA-209931","Serotonin and melatonin biosynthesis"
"10211","OS07T0462800-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10212","OS07T0462800-00","R-OSA-209776","Amine-derived hormones"
"10213","OS07T0477250-00","R-OSA-1430728","Metabolism"
"10214","OS07T0477250-00","R-OSA-2408508","Metabolism of ingested SeMet"
"10215","OS07T0477250-00","R-OSA-156581","Methylation"
"10216","OS07T0477250-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10217","OS07T0477250-00","R-OSA-156580","Phase II conjugation"
"10218","OS07T0477250-00","R-OSA-2408522","Selenoamino acid metabolism"
"10219","OS07T0477250-00","R-OSA-1614635","Sulfur amino acid metabolism"
"10220","OS07T0477250-00","R-OSA-211859","Biological oxidations"
"10221","OS07T0489100-00","R-OSA-1430728","Metabolism"
"10222","OS07T0489100-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10223","OS07T0489100-00","R-OSA-8848584","Wax biosynthesis"
"10224","OS07T0565400-01","R-OSA-168164","Toll Like Receptor 3 (TLR3) Cascade"
"10225","OS07T0565400-01","R-OSA-166166","MyD88-independent TLR3/TLR4 cascade "
"10226","OS07T0565400-01","R-OSA-975871","MyD88 cascade initiated on plasma membrane"
"10227","OS07T0565400-01","R-OSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"10228","OS07T0565400-01","R-OSA-168142","Toll Like Receptor 10 (TLR10) Cascade"
"10229","OS07T0565400-01","R-OSA-168176","Toll Like Receptor 5 (TLR5) Cascade"
"10230","OS07T0565400-01","R-OSA-181438","Toll Like Receptor 2 (TLR2) Cascade"
"10231","OS07T0565400-01","R-OSA-168188","Toll Like Receptor TLR6:TLR2 Cascade"
"10232","OS07T0565400-01","R-OSA-166054","Activated TLR4 signalling"
"10233","OS07T0565400-01","R-OSA-168179","Toll Like Receptor TLR1:TLR2 Cascade"
"10234","OS07T0565400-01","R-OSA-168249","Innate Immune System"
"10235","OS07T0565400-01","R-OSA-168138","Toll Like Receptor 9 (TLR9) Cascade"
"10236","OS07T0565400-01","R-OSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"10237","OS07T0565400-01","R-OSA-168898","Toll-Like Receptors Cascades"
"10238","OS07T0565400-01","R-OSA-168256","Immune System"
"10239","OS07T0565400-01","R-OSA-450294","MAP kinase activation in TLR cascade"
"10240","OS07T0565400-01","R-OSA-166016","Toll Like Receptor 4 (TLR4) Cascade"
"10241","OS07T0565400-01","R-OSA-166058","MyD88:Mal cascade initiated on plasma membrane"
"10242","OS07T0565400-01","R-OSA-450302","activated TAK1 mediates p38 MAPK activation"
"10243","OS07T0565400-01","R-OSA-937061","TRIF-mediated TLR3/TLR4 signaling "
"10244","OS07T0565400-01","R-OSA-975155","MyD88 dependent cascade initiated on endosome"
"10245","OS07T0565400-01","R-OSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1"
"10246","OS07T0639100-00","R-OSA-1430728","Metabolism"
"10247","OS07T0639100-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10248","OS07T0639100-00","R-OSA-75105","Fatty Acyl-CoA Biosynthesis"
"10249","OS07T0639100-00","R-OSA-75109","Triglyceride Biosynthesis"
"10250","OS07T0639100-00","R-OSA-535734","Fatty acid"
"10251","OS07T0647200-00","R-OSA-193775","Synthesis of bile acids and bile salts via 24-hydroxycholesterol"
"10252","OS07T0647200-00","R-OSA-211945","Phase 1 - Functionalization of compounds"
"10253","OS07T0647200-00","R-OSA-194068","Bile acid and bile salt metabolism"
"10254","OS07T0647200-00","R-OSA-1430728","Metabolism"
"10255","OS07T0647200-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10256","OS07T0647200-00","R-OSA-211897","Cytochrome P450 - arranged by substrate type"
"10257","OS07T0647200-00","R-OSA-211976","Endogenous sterols"
"10258","OS07T0647200-00","R-OSA-192105","Synthesis of bile acids and bile salts"
"10259","OS07T0647200-00","R-OSA-211859","Biological oxidations"
"10260","OS07T0664900-00","R-OSA-2142700","Synthesis of Lipoxins (LX)"
"10261","OS07T0664900-00","R-OSA-1430728","Metabolism"
"10262","OS07T0664900-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10263","OS07T0664900-00","R-OSA-2142753","Arachidonic acid metabolism"
"10264","OS07T0664900-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10265","OS07T0664900-00","R-OSA-196071","Metabolism of steroid hormones"
"10266","OS07T0664900-00","R-OSA-70895","Branched-chain amino acid catabolism"
"10267","OS07T0664900-00","R-OSA-193144","Estrogen biosynthesis"
"10268","OS08T0117200-00","R-OSA-72689","Formation of a pool of free 40S subunits"
"10269","OS08T0117200-00","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10270","OS08T0117200-00","R-OSA-72737","Cap-dependent Translation Initiation"
"10271","OS08T0117200-00","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10272","OS08T0117200-00","R-OSA-72702","Ribosomal scanning and start codon recognition"
"10273","OS08T0117200-00","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10274","OS08T0117200-00","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10275","OS08T0117200-00","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10276","OS08T0117200-00","R-OSA-74160","Gene Expression"
"10277","OS08T0117200-00","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10278","OS08T0117200-00","R-OSA-72613","Eukaryotic Translation Initiation"
"10279","OS08T0117200-00","R-OSA-72695","Formation of the ternary complex"
"10280","OS08T0117200-00","R-OSA-392499","Metabolism of proteins"
"10281","OS08T0117200-00","R-OSA-72766","Translation"
"10282","OS08T0133700-00","R-OSA-1430728","Metabolism"
"10283","OS08T0133700-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10284","OS08T0133700-00","R-OSA-1614558","Degradation of cysteine and homocysteine"
"10285","OS08T0133700-00","R-OSA-1614635","Sulfur amino acid metabolism"
"10286","OS08T0169300-00","R-OSA-1430728","Metabolism"
"10287","OS08T0169300-00","R-OSA-209931","Serotonin and melatonin biosynthesis"
"10288","OS08T0169300-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10289","OS08T0169300-00","R-OSA-209776","Amine-derived hormones"
"10290","OS08T0177600-00","R-OSA-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)"
"10291","OS08T0177600-00","R-OSA-5693606","DNA Double Strand Break Response"
"10292","OS08T0177600-00","R-OSA-5693538","Homology Directed Repair"
"10293","OS08T0177600-00","R-OSA-168249","Innate Immune System"
"10294","OS08T0177600-00","R-OSA-5693548","Sensing of DNA Double Strand Breaks"
"10295","OS08T0177600-00","R-OSA-2559586","DNA Damage/Telomere Stress Induced Senescence"
"10296","OS08T0177600-00","R-OSA-5685939","HDR through MMEJ (alt-NHEJ)"
"10297","OS08T0177600-00","R-OSA-2262752","Cellular responses to stress"
"10298","OS08T0177600-00","R-OSA-168256","Immune System"
"10299","OS08T0177600-00","R-OSA-1834949","Cytosolic sensors of pathogen-associated DNA "
"10300","OS08T0177600-00","R-OSA-2559583","Cellular Senescence"
"10301","OS08T0177600-00","R-OSA-5693607","Processing of DNA double-strand break ends"
"10302","OS08T0177600-00","R-OSA-73894","DNA Repair"
"10303","OS08T0177600-00","R-OSA-5693532","DNA Double-Strand Break Repair"
"10304","OS08T0177600-00","R-OSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"
"10305","OS08T0206500-00","R-OSA-1430728","Metabolism"
"10306","OS08T0206500-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10307","OS08T0206500-00","R-OSA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"10308","OS08T0206500-00","R-OSA-2426168","Activation of gene expression by SREBF (SREBP)"
"10309","OS08T0226000-00","R-OSA-162582","Signal Transduction"
"10310","OS08T0226000-00","R-OSA-5358351","Signaling by Hedgehog"
"10311","OS08T0226000-00","R-OSA-5632684","Hedgehog 'on' state"
"10312","OS08T0323700-01","R-OSA-382551","Transmembrane transport of small molecules"
"10313","OS08T0323700-01","R-OSA-425407","SLC-mediated transmembrane transport"
"10314","OS08T0323700-01","R-OSA-426117","Cation-coupled Chloride cotransporters"
"10315","OS08T0323700-01","R-OSA-425393","Transport of inorganic cations/anions and amino acids/oligopeptides"
"10316","OS08T0335000-00","R-OSA-72163","mRNA Splicing - Major Pathway"
"10317","OS08T0335000-00","R-OSA-72203","Processing of Capped Intron-Containing Pre-mRNA"
"10318","OS08T0335000-00","R-OSA-72172","mRNA Splicing"
"10319","OS08T0335000-00","R-OSA-74160","Gene Expression"
"10320","OS08T0374400-00","R-OSA-162582","Signal Transduction"
"10321","OS08T0374400-00","R-OSA-2262752","Cellular responses to stress"
"10322","OS08T0374400-00","R-OSA-3371556","Cellular response to heat stress"
"10323","OS08T0374400-00","R-OSA-3371568","Attenuation phase"
"10324","OS08T0374400-00","R-OSA-5683057","MAPK family signaling cascades"
"10325","OS08T0374400-00","R-OSA-3371571","HSF1-dependent transactivation"
"10326","OS08T0374400-00","R-OSA-3371453","Regulation of HSF1-mediated heat shock response"
"10327","OS08T0374400-00","R-OSA-5687128","MAPK6/MAPK4 signaling"
"10328","OS08T0404350-00","R-OSA-674695","RNA Polymerase II Pre-transcription Events"
"10329","OS08T0404350-00","R-OSA-73857","RNA Polymerase II Transcription"
"10330","OS08T0404350-00","R-OSA-3700989","Transcriptional Regulation by TP53"
"10331","OS08T0404350-00","R-OSA-212436","Generic Transcription Pathway"
"10332","OS08T0404350-00","R-OSA-6804756","Regulation of TP53 Activity through Phosphorylation"
"10333","OS08T0404350-00","R-OSA-74160","Gene Expression"
"10334","OS08T0404350-00","R-OSA-5633007","Regulation of TP53 Activity"
"10335","OS08T0426000-00","R-OSA-504046","RNA Polymerase I"
"10336","OS08T0426000-00","R-OSA-75953","RNA Polymerase II Transcription Initiation"
"10337","OS08T0426000-00","R-OSA-674695","RNA Polymerase II Pre-transcription Events"
"10338","OS08T0426000-00","R-OSA-73779","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"10339","OS08T0426000-00","R-OSA-76042","RNA Polymerase II Transcription Initiation And Promoter Clearance"
"10340","OS08T0426000-00","R-OSA-73776","RNA Polymerase II Promoter Escape"
"10341","OS08T0426000-00","R-OSA-72086","mRNA Capping"
"10342","OS08T0426000-00","R-OSA-72165","mRNA Splicing - Minor Pathway"
"10343","OS08T0426000-00","R-OSA-73857","RNA Polymerase II Transcription"
"10344","OS08T0426000-00","R-OSA-1834949","Cytosolic sensors of pathogen-associated DNA "
"10345","OS08T0426000-00","R-OSA-73894","DNA Repair"
"10346","OS08T0426000-00","R-OSA-6781823","Formation of TC-NER Pre-Incision Complex"
"10347","OS08T0426000-00","R-OSA-77075","RNA Pol II CTD phosphorylation and interaction with CE"
"10348","OS08T0426000-00","R-OSA-113418","Formation of the Early Elongation Complex"
"10349","OS08T0426000-00","R-OSA-75955","RNA Polymerase II Transcription Elongation"
"10350","OS08T0426000-00","R-OSA-112382","Formation of RNA Pol II elongation complex "
"10351","OS08T0426000-00","R-OSA-72163","mRNA Splicing - Major Pathway"
"10352","OS08T0426000-00","R-OSA-72203","Processing of Capped Intron-Containing Pre-mRNA"
"10353","OS08T0426000-00","R-OSA-168249","Innate Immune System"
"10354","OS08T0426000-00","R-OSA-73762","RNA Polymerase I Transcription Initiation"
"10355","OS08T0426000-00","R-OSA-74160","Gene Expression"
"10356","OS08T0426000-00","R-OSA-73854","RNA Polymerase I Promoter Clearance"
"10357","OS08T0426000-00","R-OSA-5696398","Nucleotide Excision Repair"
"10358","OS08T0426000-00","R-OSA-168256","Immune System"
"10359","OS08T0426000-00","R-OSA-73864","RNA Polymerase I Transcription"
"10360","OS08T0426000-00","R-OSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"10361","OS08T0426000-00","R-OSA-6782135","Dual incision in TC-NER"
"10362","OS08T0426000-00","R-OSA-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER"
"10363","OS08T0426000-00","R-OSA-72172","mRNA Splicing"
"10364","OS08T0453700-00","R-OSA-2262752","Cellular responses to stress"
"10365","OS08T0453700-00","R-OSA-1430728","Metabolism"
"10366","OS08T0453700-00","R-OSA-3299685","Detoxification of Reactive Oxygen Species"
"10367","OS08T0453700-00","R-OSA-71291","Metabolism of amino acids and derivatives"
"10368","OS08T0453700-00","R-OSA-209968","Thyroxine biosynthesis"
"10369","OS08T0453700-00","R-OSA-209776","Amine-derived hormones"
"10370","OS08T0469400-00","R-OSA-6811434","COPI-dependent Golgi-to-ER retrograde traffic"
"10371","OS08T0469400-00","R-OSA-6807878","COPI-mediated anterograde transport"
"10372","OS08T0469400-00","R-OSA-8856688","Golgi-to-ER retrograde transport"
"10373","OS08T0469400-00","R-OSA-597592","Post-translational protein modification"
"10374","OS08T0469400-00","R-OSA-948021","Transport to the Golgi and subsequent modification"
"10375","OS08T0469400-00","R-OSA-5653656","Vesicle-mediated transport"
"10376","OS08T0469400-00","R-OSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"10377","OS08T0469400-00","R-OSA-446203","Asparagine N-linked glycosylation"
"10378","OS08T0469400-00","R-OSA-392499","Metabolism of proteins"
"10379","OS08T0469400-00","R-OSA-199977","ER to Golgi Anterograde Transport"
"10380","OS08T0469400-00","R-OSA-199991","Membrane Trafficking"
"10381","OS08T0517200-01","R-OSA-936837","Ion transport by P-type ATPases"
"10382","OS08T0517200-01","R-OSA-418346","Platelet homeostasis"
"10383","OS08T0517200-01","R-OSA-5578775","Ion homeostasis"
"10384","OS08T0517200-01","R-OSA-382551","Transmembrane transport of small molecules"
"10385","OS08T0517200-01","R-OSA-397014","Muscle contraction"
"10386","OS08T0517200-01","R-OSA-5576891","Cardiac conduction"
"10387","OS08T0517200-01","R-OSA-983712","Ion channel transport"
"10388","OS08T0517200-01","R-OSA-109582","Hemostasis"
"10389","OS08T0517200-01","R-OSA-418359","Reduction of cytosolic Ca++ levels"
"10390","OS08T0517200-01","R-OSA-418360","Platelet calcium homeostasis"
"10391","OS08T0517200-02","R-OSA-936837","Ion transport by P-type ATPases"
"10392","OS08T0517200-02","R-OSA-418346","Platelet homeostasis"
"10393","OS08T0517200-02","R-OSA-5578775","Ion homeostasis"
"10394","OS08T0517200-02","R-OSA-382551","Transmembrane transport of small molecules"
"10395","OS08T0517200-02","R-OSA-397014","Muscle contraction"
"10396","OS08T0517200-02","R-OSA-5576891","Cardiac conduction"
"10397","OS08T0517200-02","R-OSA-983712","Ion channel transport"
"10398","OS08T0517200-02","R-OSA-109582","Hemostasis"
"10399","OS08T0517200-02","R-OSA-418359","Reduction of cytosolic Ca++ levels"
"10400","OS08T0517200-02","R-OSA-418360","Platelet calcium homeostasis"
"10401","OS08T0517200-03","R-OSA-936837","Ion transport by P-type ATPases"
"10402","OS08T0517200-03","R-OSA-418346","Platelet homeostasis"
"10403","OS08T0517200-03","R-OSA-5578775","Ion homeostasis"
"10404","OS08T0517200-03","R-OSA-382551","Transmembrane transport of small molecules"
"10405","OS08T0517200-03","R-OSA-397014","Muscle contraction"
"10406","OS08T0517200-03","R-OSA-5576891","Cardiac conduction"
"10407","OS08T0517200-03","R-OSA-983712","Ion channel transport"
"10408","OS08T0517200-03","R-OSA-109582","Hemostasis"
"10409","OS08T0517200-03","R-OSA-418359","Reduction of cytosolic Ca++ levels"
"10410","OS08T0517200-03","R-OSA-418360","Platelet calcium homeostasis"
"10411","OS08T0523850-00","R-OSA-162582","Signal Transduction"
"10412","OS08T0523850-00","R-OSA-5358351","Signaling by Hedgehog"
"10413","OS08T0523850-00","R-OSA-5632684","Hedgehog 'on' state"
"10414","OS08T0558000-01","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10415","OS08T0558000-01","R-OSA-72689","Formation of a pool of free 40S subunits"
"10416","OS08T0558000-01","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10417","OS08T0558000-01","R-OSA-72737","Cap-dependent Translation Initiation"
"10418","OS08T0558000-01","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10419","OS08T0558000-01","R-OSA-72613","Eukaryotic Translation Initiation"
"10420","OS08T0558000-01","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10421","OS08T0558000-01","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10422","OS08T0558000-01","R-OSA-392499","Metabolism of proteins"
"10423","OS08T0558000-01","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10424","OS08T0558000-01","R-OSA-72766","Translation"
"10425","OS08T0558000-01","R-OSA-74160","Gene Expression"
"10426","OS08T0558800-01","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10427","OS08T0558800-01","R-OSA-72689","Formation of a pool of free 40S subunits"
"10428","OS08T0558800-01","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10429","OS08T0558800-01","R-OSA-72737","Cap-dependent Translation Initiation"
"10430","OS08T0558800-01","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10431","OS08T0558800-01","R-OSA-72613","Eukaryotic Translation Initiation"
"10432","OS08T0558800-01","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10433","OS08T0558800-01","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10434","OS08T0558800-01","R-OSA-392499","Metabolism of proteins"
"10435","OS08T0558800-01","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10436","OS08T0558800-01","R-OSA-72766","Translation"
"10437","OS08T0558800-01","R-OSA-74160","Gene Expression"
"10438","OS08T0558800-02","R-OSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"10439","OS08T0558800-02","R-OSA-72689","Formation of a pool of free 40S subunits"
"10440","OS08T0558800-02","R-OSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"10441","OS08T0558800-02","R-OSA-72737","Cap-dependent Translation Initiation"
"10442","OS08T0558800-02","R-OSA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"10443","OS08T0558800-02","R-OSA-72613","Eukaryotic Translation Initiation"
"10444","OS08T0558800-02","R-OSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"10445","OS08T0558800-02","R-OSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"10446","OS08T0558800-02","R-OSA-392499","Metabolism of proteins"
"10447","OS08T0558800-02","R-OSA-927802","Nonsense-Mediated Decay (NMD)"
"10448","OS08T0558800-02","R-OSA-72766","Translation"
"10449","OS08T0558800-02","R-OSA-74160","Gene Expression"
"10450","OS09T0278300-00","R-OSA-1660516","Synthesis of PIPs at the early endosome membrane"
"10451","OS09T0278300-00","R-OSA-1660517","Synthesis of PIPs at the late endosome membrane"
"10452","OS09T0278300-00","R-OSA-1430728","Metabolism"
"10453","OS09T0278300-00","R-OSA-1660514","Synthesis of PIPs at the Golgi membrane"
"10454","OS09T0278300-00","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10455","OS09T0278300-00","R-OSA-1483255","PI Metabolism"
"10456","OS09T0278300-00","R-OSA-1483257","Phospholipid metabolism"
"10457","OS09T0322900-00","R-OSA-1430728","Metabolism"
"10458","OS09T0322900-00","R-OSA-1855183","Synthesis of IP2"
"10459","OS09T0322900-00","R-OSA-1483249","Inositol phosphate metabolism"
"10460","OS09T0380000-01","R-OSA-156587","Amino Acid conjugation"
"10461","OS09T0380000-01","R-OSA-177128","Conjugation of salicylate with glycine"
"10462","OS09T0380000-01","R-OSA-1430728","Metabolism"
"10463","OS09T0380000-01","R-OSA-556833","Metabolism of lipids and lipoproteins"
"10464","OS09T0380000-01","R-OSA-77111","Synthesis of Ketone Bodies"
"10465","OS09T0380000-01","R-OSA-177135","Conjugation of benzoate with glycine"
"10466","OS09T0380000-01","R-OSA-74182","Ketone body metabolism"
"10467","OS09T0380000-01","R-OSA-159424","Conjugation of carboxylic acids"
"10468","OS09T0380000-01","R-OSA-177162","Conjugation of phenylacetate with glutamine"
"10469","OS09T0380000-01","R-OSA-156580","Phase II conjugation"
"10470","OS09T0380000-01","R-OSA-535734","Fatty acid"
"10471","OS09T0380000-01","R-OSA-211859","Biological oxidations"
"10472","OS09T0380000-02","R-OSA-156587","Amino Acid conjugation"
"10473","OS09T0380000-02","R-OSA-177128","Conjugation of salicylate with glycine"
"10474","OS09T0380000-02","R-OSA-1430728","Metabolism"
"10475","OS09T0380000-02","R-OSA-556833","Metabolism of lipids and lipoproteins"
